fuelType,year,VClass,highway08,fuelCost08,score,city08
CNG,2004,Compact Cars,31,1200,2.0,26.0
CNG,2004,Compact Cars,31,1200,8.0,26.0
CNG,2004,Compact Cars,31,1200,9.0,26.0
CNG,2004,Standard Pickup Trucks 2WD,11,3300,1.0,9.0
CNG,2004,Standard Pickup Trucks 2WD,15,2550,1.0,11.0
CNG,2005,Standard Pickup Trucks 4WD,11,3650,2.0,8.0
CNG,2006,Subcompact Cars,36,1200,8.0,24.0
CNG,2006,Subcompact Cars,36,1200,9.0,24.0
CNG,2007,Subcompact Cars,36,1200,8.0,24.0
CNG,2007,Subcompact Cars,36,1200,9.0,24.0
CNG,2008,Subcompact Cars,36,1200,8.0,24.0
CNG,2008,Subcompact Cars,36,1200,9.0,24.0
CNG,2009,Subcompact Cars,36,1200,8.0,24.0
CNG,2009,Subcompact Cars,36,1200,9.0,24.0
CNG,2010,Subcompact Cars,36,1200,8.0,24.0
CNG,2010,Subcompact Cars,36,1200,9.0,24.0
CNG,2012,Compact Cars,38,1050,8.0,27.0
CNG,2012,Compact Cars,38,1050,9.0,27.0
Diesel,2004,Compact Cars,39,1400,1.0,28.0
Diesel,2004,Compact Cars,42,1250,1.0,32.0
Diesel,2004,Midsize Cars,34,1650,1.0,23.0
Diesel,2004,Midsize Station Wagons,34,1650,1.0,23.0
Diesel,2004,Small Station Wagons,39,1400,1.0,28.0
Diesel,2004,Small Station Wagons,42,1250,1.0,31.0
Diesel,2004,Sport Utility Vehicle - 4WD,22,2450,1.0,15.0
Diesel,2004,Subcompact Cars,38,1350,1.0,30.0
Diesel,2004,Subcompact Cars,42,1250,1.0,32.0
Diesel,2005,Compact Cars,38,1350,1.0,30.0
Diesel,2005,Compact Cars,39,1300,1.0,31.0
Diesel,2005,Compact Cars,39,1400,1.0,28.0
Diesel,2005,Compact Cars,41,1250,1.0,32.0
Diesel,2005,Midsize Cars,33,1650,1.0,23.0
Diesel,2005,Midsize Cars,34,1650,1.0,23.0
Diesel,2005,Midsize Station Wagons,34,1650,1.0,23.0
Diesel,2005,Small Station Wagons,39,1300,1.0,31.0
Diesel,2005,Small Station Wagons,39,1400,1.0,28.0
Diesel,2005,Sport Utility Vehicle - 4WD,24,2100,1.0,19.0
Diesel,2005,Subcompact Cars,38,1350,1.0,30.0
Diesel,2005,Subcompact Cars,41,1250,1.0,32.0
Diesel,2006,Compact Cars,37,1350,1.0,30.0
Diesel,2006,Compact Cars,38,1350,1.0,30.0
Diesel,2006,Compact Cars,40,1300,1.0,31.0
Diesel,2006,Compact Cars,40,1400,1.0,28.0
Diesel,2006,Midsize Cars,33,1650,1.0,23.0
Diesel,2006,Subcompact Cars,38,1350,1.0,30.0
Diesel,2006,Subcompact Cars,40,1300,1.0,31.0
Diesel,2007,Sport Utility Vehicle - 4WD,20,2600,1.0,15.0
Diesel,2007,Sport Utility Vehicle - 4WD,23,2200,1.0,18.0
Diesel,2007,Sport Utility Vehicle - 4WD,24,2100,1.0,19.0
Diesel,2008,Midsize Cars,32,1700,2.0,23.0
Diesel,2008,Sport Utility Vehicle - 4WD,24,2100,1.0,18.0
Diesel,2008,Sport Utility Vehicle - 4WD,24,2200,1.0,18.0
Diesel,2009,Compact Cars,37,1400,3.0,29.0
Diesel,2009,Compact Cars,39,1400,3.0,29.0
Diesel,2009,Small Station Wagons,37,1400,3.0,29.0
Diesel,2009,Small Station Wagons,39,1400,3.0,29.0
Diesel,2009,Sport Utility Vehicle - 4WD,23,2350,5.0,17.0
Diesel,2009,Sport Utility Vehicle - 4WD,23,2350,6.0,17.0
Diesel,2009,Sport Utility Vehicle - 4WD,24,2200,5.0,18.0
Diesel,2009,Sport Utility Vehicle - 4WD,24,2200,6.0,18.0
Diesel,2010,Compact Cars,36,1650,5.0,23.0
Diesel,2010,Compact Cars,37,1400,3.0,29.0
Diesel,2010,Compact Cars,39,1400,3.0,29.0
Diesel,2010,Small Station Wagons,37,1400,3.0,29.0
Diesel,2010,Small Station Wagons,39,1400,3.0,29.0
Diesel,2010,Sport Utility Vehicle - 4WD,24,2200,3.0,17.5
Diesel,2010,Sport Utility Vehicle - 4WD,25,2100,5.0,18.0
Diesel,2010,Sport Utility Vehicle - 4WD,25,2100,6.0,18.0
Diesel,2010,Sport Utility Vehicle - 4WD,26,2000,5.0,19.0
Diesel,2011,Compact Cars,35,1650,5.0,23.0
Diesel,2011,Compact Cars,37,1400,3.0,29.0
Diesel,2011,Compact Cars,39,1400,3.0,29.0
Diesel,2011,Midsize Cars,33,1700,5.0,22.0
Diesel,2011,Midsize Cars,33,1700,6.0,22.0
Diesel,2011,Small Station Wagons,37,1400,3.0,29.0
Diesel,2011,Small Station Wagons,39,1400,3.0,29.0
Diesel,2011,Sport Utility Vehicle - 4WD,21,2350,5.0,17.0
Diesel,2011,Sport Utility Vehicle - 4WD,21,2350,6.0,17.0
Diesel,2011,Sport Utility Vehicle - 4WD,24,2200,4.0,17.0
Diesel,2011,Sport Utility Vehicle - 4WD,26,2000,4.0,19.0
Diesel,2011,Sport Utility Vehicle - 4WD,26,2000,5.0,19.0
Diesel,2012,Compact Cars,37,1400,3.0,29.0
Diesel,2012,Compact Cars,39,1400,3.0,29.0
Diesel,2012,Large Cars,31,1850,5.0,21.0
Diesel,2012,Large Cars,31,1850,6.0,21.0
Diesel,2012,Midsize Cars,32,1800,5.0,21.0
Diesel,2012,Midsize Cars,32,1800,6.0,21.0
Diesel,2012,Midsize Cars,40,1300,3.0,30.0
Diesel,2012,Small Station Wagons,37,1400,3.0,29.0
Diesel,2012,Small Station Wagons,39,1400,3.0,29.0
Diesel,2012,Sport Utility Vehicle - 4WD,21,2350,5.0,17.0
Diesel,2012,Sport Utility Vehicle - 4WD,21,2350,6.0,17.0
Diesel,2012,Sport Utility Vehicle - 4WD,26,2000,4.0,19.0
Diesel,2012,Sport Utility Vehicle - 4WD,26,2100,5.0,19.0
Diesel,2013,Compact Cars,37,1400,3.0,29.0
Diesel,2013,Compact Cars,39,1400,3.0,29.0
Diesel,2013,Compact Cars,39,1500,3.0,27.0
Diesel,2013,Midsize Cars,40,1300,3.0,30.0
Diesel,2013,Small Sport Utility Vehicle 4WD,32,1650,5.0,24.0
Diesel,2013,Small Sport Utility Vehicle 4WD,32,1650,6.0,24.0
Diesel,2013,Small Station Wagons,37,1400,3.0,29.0
Diesel,2013,Small Station Wagons,39,1400,3.0,29.0
Diesel,2013,Standard Sport Utility Vehicle 4WD,27,1950,5.0,20.0
Diesel,2013,Standard Sport Utility Vehicle 4WD,27,2000,5.0,19.0
Diesel,2013,Standard Sport Utility Vehicle 4WD,27,2000,6.0,19.0
Diesel,2013,Standard Sport Utility Vehicle 4WD,29,1950,5.0,20.0
Diesel,2013,Standard Sport Utility Vehicle 4WD,29,1950,6.0,20.0
Diesel,2013,Subcompact Cars,39,1500,3.0,27.0
Diesel,2014,Compact Cars,37,1400,3.0,29.0
Diesel,2014,Compact Cars,39,1400,3.0,29.0
Diesel,2014,Compact Cars,41,1300,5.0,31.0
Diesel,2014,Compact Cars,41,1300,6.0,31.0
Diesel,2014,Compact Cars,43,1250,5.0,31.0
Diesel,2014,Compact Cars,43,1250,6.0,31.0
Diesel,2014,Midsize Cars,36,1550,5.0,26.0
Diesel,2014,Midsize Cars,36,1550,6.0,26.0
Diesel,2014,Midsize Cars,37,1450,5.0,27.0
Diesel,2014,Midsize Cars,37,1450,6.0,27.0
Diesel,2014,Midsize Cars,37,1500,5.0,26.0
Diesel,2014,Midsize Cars,37,1500,6.0,26.0
Diesel,2014,Midsize Cars,40,1300,3.0,30.0
Diesel,2014,Midsize Cars,40,1400,5.0,28.0
Diesel,2014,Midsize Cars,40,1400,6.0,28.0
Diesel,2014,Midsize Cars,44,1400,5.0,27.0
Diesel,2014,Small Sport Utility Vehicle 4WD,30,1700,5.0,23.0
Diesel,2014,Small Sport Utility Vehicle 4WD,30,1700,6.0,23.0
Diesel,2014,Small Sport Utility Vehicle 4WD,32,1650,5.0,24.0
Diesel,2014,Small Sport Utility Vehicle 4WD,32,1650,6.0,24.0
Diesel,2014,Small Station Wagons,37,1400,3.0,29.0
Diesel,2014,Small Station Wagons,39,1400,3.0,29.0
Diesel,2014,Small Station Wagons,41,1300,5.0,31.0
Diesel,2014,Small Station Wagons,41,1300,6.0,31.0
Diesel,2014,Standard Pickup Trucks 2WD,27,1950,5.0,20.0
Diesel,2014,Standard Pickup Trucks 4WD,26,2000,5.0,19.0
Diesel,2014,Standard Sport Utility Vehicle 4WD,28,1850,5.0,21.0
Diesel,2014,Standard Sport Utility Vehicle 4WD,29,1950,5.0,20.0
Diesel,2014,Standard Sport Utility Vehicle 4WD,29,1950,6.0,20.0
Diesel,2014,Standard Sport Utility Vehicle 4WD,31,1700,5.0,23.0
Diesel,2014,Standard Sport Utility Vehicle 4WD,31,1700,6.0,23.0
Diesel,2014,Subcompact Cars,38,1450,3.0,27.0
Diesel,2015,Compact Cars,41,1250,3.0,31.0
Diesel,2015,Compact Cars,41,1300,5.0,31.0
Diesel,2015,Compact Cars,41,1300,6.0,31.0
Diesel,2015,Compact Cars,43,1250,3.0,30.5
Diesel,2015,Compact Cars,43,1250,5.0,31.0
Diesel,2015,Compact Cars,43,1250,6.0,31.0
Diesel,2015,Compact Cars,44,1250,3.0,30.0
Diesel,2015,Midsize Cars,38,1500,5.0,26.0
Diesel,2015,Midsize Cars,38,1500,6.0,26.0
Diesel,2015,Midsize Cars,40,1350,3.0,29.0
Diesel,2015,Midsize Cars,40,1400,5.0,28.0
Diesel,2015,Midsize Cars,40,1400,6.0,28.0
Diesel,2015,Midsize Cars,42,1300,3.0,30.0
Diesel,2015,Midsize Cars,44,1400,5.0,27.0
Diesel,2015,Small Sport Utility Vehicle 4WD,30,1700,5.0,23.0
Diesel,2015,Small Sport Utility Vehicle 4WD,30,1700,6.0,23.0
Diesel,2015,Small Sport Utility Vehicle 4WD,32,1650,5.0,24.0
Diesel,2015,Small Sport Utility Vehicle 4WD,32,1650,6.0,24.0
Diesel,2015,Small Sport Utility Vehicle 4WD,33,1500,5.0,27.0
Diesel,2015,Small Sport Utility Vehicle 4WD,33,1500,6.0,27.0
Diesel,2015,Small Station Wagons,40,1250,3.0,31.0
Diesel,2015,Small Station Wagons,42,1250,3.0,30.0
Diesel,2015,Standard Pickup Trucks 2WD,27,1950,5.0,20.0
Diesel,2015,Standard Pickup Trucks 4WD,26,2000,5.0,19.0
Diesel,2015,Standard Sport Utility Vehicle 4WD,27,2000,5.0,19.0
Diesel,2015,Standard Sport Utility Vehicle 4WD,27,2000,6.0,19.0
Diesel,2015,Standard Sport Utility Vehicle 4WD,28,1850,5.0,21.0
Diesel,2015,Standard Sport Utility Vehicle 4WD,29,1800,5.0,22.0
Diesel,2015,Standard Sport Utility Vehicle 4WD,29,1950,5.0,20.0
Diesel,2015,Standard Sport Utility Vehicle 4WD,29,1950,6.0,20.0
Diesel,2015,Standard Sport Utility Vehicle 4WD,31,1650,5.0,24.0
Diesel,2015,Standard Sport Utility Vehicle 4WD,31,1650,6.0,24.0
Diesel,2015,Subcompact Cars,41,1250,3.0,31.0
Diesel,2016,Midsize Cars,40,1400,5.0,28.0
Diesel,2016,Midsize Cars,40,1400,6.0,28.0
Diesel,2016,Small Pickup Trucks 2WD,30,1800,5.0,22.0
Diesel,2016,Small Pickup Trucks 2WD,30,1800,6.0,22.0
Diesel,2016,Small Pickup Trucks 4WD,28,1950,5.0,20.0
Diesel,2016,Small Pickup Trucks 4WD,28,1950,6.0,20.0
Diesel,2016,Standard Pickup Trucks 4WD,26,2000,5.0,19.0
Diesel,2016,Standard Sport Utility Vehicle 4WD,26,2000,5.0,19.0
Diesel,2016,Standard Sport Utility Vehicle 4WD,26,2000,6.0,19.0
Diesel,2016,Standard Sport Utility Vehicle 4WD,28,1850,5.0,21.0
Diesel,2016,Standard Sport Utility Vehicle 4WD,29,1800,5.0,23.0
Diesel,2016,Standard Sport Utility Vehicle 4WD,29,1800,6.0,23.0
Diesel,2016,Standard Sport Utility Vehicle 4WD,29,1850,6.0,22.0
Diesel,2017,Compact Cars,40,1300,5.0,30.0
Diesel,2017,Compact Cars,47,1200,6.0,31.0
Diesel,2017,Small Pickup Trucks 4WD,28,1950,6.0,20.0
Diesel,2017,Small Sport Utility Vehicle 4WD,33,1550,5.0,26.0
Diesel,2017,Standard Sport Utility Vehicle 4WD,29,1800,5.0,23.0
Diesel,2017,Standard Sport Utility Vehicle 4WD,29,1800,6.0,23.0
Diesel,2018,Compact Cars,47,1200,3.0,31.0
Diesel,2018,Compact Cars,52,1200,3.0,30.0
Diesel,2018,Midsize Cars,48,1250,3.0,29.0
Diesel,2018,Small Pickup Trucks 4WD,28,1950,3.0,20.0
Diesel,2018,Small Sport Utility Vehicle 2WD,39,1400,3.0,28.0
Diesel,2018,Small Sport Utility Vehicle 4WD,33,1550,1.0,26.0
Diesel,2018,Small Sport Utility Vehicle 4WD,38,1400,3.0,28.0
Diesel,2019,Small Sport Utility Vehicle 4WD,38,1400,3.0,28.0
Electricity,2011,Midsize Cars,92,650,10.0,106.0
Electricity,2012,Large Cars,90,750,10.0,88.0
Electricity,2012,Midsize Cars,92,650,10.0,106.0
Electricity,2012,Sport Utility Vehicle - 2WD,74,850,10.0,78.0
Electricity,2012,Subcompact Cars,99,600,10.0,126.0
Electricity,2013,Compact Cars,99,600,10.0,110.0
Electricity,2013,Large Cars,90,750,10.0,88.0
Electricity,2013,Midsize Cars,102,550,10.0,129.0
Electricity,2013,Minicompact Cars,108,550,10.0,122.0
Electricity,2013,Small Station Wagons,105,550,10.0,132.0
Electricity,2013,Two Seaters,93,600,10.0,122.0
Electricity,2014,Compact Cars,99,600,10.0,110.0
Electricity,2014,Midsize Cars,101,600,10.0,126.0
Electricity,2014,Minicompact Cars,108,550,10.0,122.0
Electricity,2014,Subcompact Cars,99,600,10.0,126.0
Electricity,2014,Subcompact Cars,109,550,10.0,128.0
Electricity,2014,Subcompact Cars,111,550,10.0,137.0
Electricity,2015,Compact Cars,99,600,10.0,110.0
Electricity,2015,Compact Cars,105,550,10.0,126.0
Electricity,2015,Midsize Cars,101,600,10.0,126.0
Electricity,2015,Minicompact Cars,108,550,10.0,122.0
Electricity,2016,Compact Cars,105,550,10.0,126.0
Electricity,2016,Large Cars,102,650,10.0,101.0
Electricity,2016,Large Cars,107,650,10.0,101.0
Electricity,2016,Subcompact Cars,109,550,10.0,128.0
Electricity,2017,Midsize Cars,101,600,10.0,124.0
Electricity,2017,Small Station Wagons,110,550,10.0,128.0
Electricity,2017,Subcompact Cars,106,550,10.0,129.0
Electricity,2018,Midsize Cars,103,600,10.0,126.0
Electricity,2018,Midsize Cars,112,550,10.0,120.0
Electricity,2018,Midsize Cars,117,550,10.0,128.0
Electricity,2018,Midsize Cars,123,500,10.0,136.0
Electricity,2018,Small Station Wagons,110,550,10.0,128.0
Electricity,2019,Midsize Cars,112,550,10.0,120.0
Electricity,2019,Small Station Wagons,102,600,10.0,123.0
Gasoline or E85,2004,Compact Cars,25,1750,2.0,19.0
Gasoline or E85,2004,Compact Cars,26,1750,2.0,19.0
Gasoline or E85,2004,Midsize Cars,25,1750,2.0,19.0
Gasoline or E85,2004,Sport Utility Vehicle - 2WD,17,2400,1.0,13.0
Gasoline or E85,2004,Sport Utility Vehicle - 2WD,17,2600,1.0,13.0
Gasoline or E85,2004,Sport Utility Vehicle - 2WD,20,2250,1.0,14.0
Gasoline or E85,2004,Sport Utility Vehicle - 4WD,17,2600,1.0,13.0
Gasoline or E85,2004,Sport Utility Vehicle - 4WD,18,2400,1.0,13.0
Gasoline or E85,2004,Sport Utility Vehicle - 4WD,19,2250,1.0,14.0
Gasoline or E85,2004,Standard Pickup Trucks 2WD,18,2400,-2.0,13.0
Gasoline or E85,2004,Standard Pickup Trucks 2WD,18,2400,1.0,13.0
Gasoline or E85,2004,Standard Pickup Trucks 2WD,20,2250,1.0,14.0
Gasoline or E85,2004,Standard Pickup Trucks 4WD,19,2250,1.0,14.0
Gasoline or E85,2005,Midsize Cars,25,1750,2.0,19.0
Gasoline or E85,2005,Sport Utility Vehicle - 2WD,18,2400,1.0,13.5
Gasoline or E85,2005,Sport Utility Vehicle - 2WD,19,2400,1.0,13.0
Gasoline or E85,2005,Sport Utility Vehicle - 4WD,17,2600,1.0,13.0
Gasoline or E85,2005,Sport Utility Vehicle - 4WD,18,2400,1.0,13.0
Gasoline or E85,2005,Standard Pickup Trucks 2WD,17,2600,1.0,13.0
Gasoline or E85,2005,Standard Pickup Trucks 2WD,19,2400,1.0,13.0
Gasoline or E85,2005,Standard Pickup Trucks 4WD,17,2400,1.0,13.0
Gasoline or E85,2005,Standard Pickup Trucks 4WD,17,2600,2.0,12.0
Gasoline or E85,2005,Standard Pickup Trucks 4WD,18,2400,1.0,13.0
Gasoline or E85,2006,Large Cars,23,2000,5.0,15.0
Gasoline or E85,2006,Large Cars,28,1650,5.0,18.0
Gasoline or E85,2006,Midsize Cars,25,1750,2.0,19.0
Gasoline or E85,2006,Midsize Cars,29,1650,5.0,19.0
Gasoline or E85,2006,Minivan - 2WD,24,1800,-12.0,17.0
Gasoline or E85,2006,Sport Utility Vehicle - 2WD,17,2600,2.0,13.0
Gasoline or E85,2006,Sport Utility Vehicle - 4WD,17,2600,2.0,13.0
Gasoline or E85,2006,Standard Pickup Trucks 2WD,17,2600,-2.0,12.0
Gasoline or E85,2006,Standard Pickup Trucks 2WD,17,2600,1.0,13.0
Gasoline or E85,2006,Standard Pickup Trucks 2WD,17,2600,2.0,12.0
Gasoline or E85,2006,Standard Pickup Trucks 2WD,19,2250,2.0,14.0
Gasoline or E85,2006,Standard Pickup Trucks 4WD,16,2600,-2.0,12.0
Gasoline or E85,2006,Standard Pickup Trucks 4WD,16,2600,2.0,12.0
Gasoline or E85,2006,Standard Pickup Trucks 4WD,17,2400,2.0,13.0
Gasoline or E85,2006,Standard Pickup Trucks 4WD,17,2600,2.0,12.0
Gasoline or E85,2006,Standard Pickup Trucks 4WD,18,2400,2.0,14.0
Gasoline or E85,2007,Large Cars,28,1650,5.0,18.0
Gasoline or E85,2007,Midsize Cars,27,1650,2.0,19.0
Gasoline or E85,2007,Sport Utility Vehicle - 2WD,18,2400,1.0,14.0
Gasoline or E85,2007,Sport Utility Vehicle - 2WD,20,2250,2.0,14.0
Gasoline or E85,2007,Sport Utility Vehicle - 2WD,20,2250,6.0,14.0
Gasoline or E85,2007,Sport Utility Vehicle - 4WD,17,2600,2.0,12.0
Gasoline or E85,2007,Sport Utility Vehicle - 4WD,18,2400,1.0,14.0
Gasoline or E85,2007,Sport Utility Vehicle - 4WD,19,2250,2.0,14.0
Gasoline or E85,2007,Sport Utility Vehicle - 4WD,19,2250,6.0,14.0
Gasoline or E85,2007,Sport Utility Vehicle - 4WD,19,2400,1.0,14.0
Gasoline or E85,2007,Standard Pickup Trucks 2WD,17,2600,2.0,13.0
Gasoline or E85,2007,Standard Pickup Trucks 2WD,19,2250,2.0,14.0
Gasoline or E85,2007,Standard Pickup Trucks 2WD,19,2250,5.0,14.0
Gasoline or E85,2007,Standard Pickup Trucks 4WD,17,2400,2.0,13.0
Gasoline or E85,2007,Standard Pickup Trucks 4WD,17,2400,5.0,13.0
Gasoline or E85,2007,Standard Pickup Trucks 4WD,17,2600,2.0,12.0
Gasoline or E85,2007,Standard Pickup Trucks 4WD,18,2250,2.0,14.0
Gasoline or E85,2007,Standard Pickup Trucks 4WD,18,2250,6.0,14.0
Gasoline or E85,2008,Large Cars,23,2000,5.0,15.0
Gasoline or E85,2008,Large Cars,28,1750,5.0,18.0
Gasoline or E85,2008,Large Cars,29,1650,5.0,18.0
Gasoline or E85,2008,Midsize Cars,27,1650,2.0,19.0
Gasoline or E85,2008,Midsize Cars,27,1650,5.0,19.0
Gasoline or E85,2008,Minivan - 2WD,23,1900,5.0,16.0
Gasoline or E85,2008,Minivan - 2WD,24,1900,5.0,17.0
Gasoline or E85,2008,Sport Utility Vehicle - 2WD,20,2250,5.0,14.0
Gasoline or E85,2008,Sport Utility Vehicle - 2WD,20,2250,6.0,14.0
Gasoline or E85,2008,Sport Utility Vehicle - 4WD,17,2400,2.0,13.0
Gasoline or E85,2008,Sport Utility Vehicle - 4WD,19,2250,5.0,14.0
Gasoline or E85,2008,Sport Utility Vehicle - 4WD,19,2250,6.0,14.0
Gasoline or E85,2008,Sport Utility Vehicle - 4WD,19,2400,2.0,14.0
Gasoline or E85,2008,Standard Pickup Trucks 2WD,17,2600,5.0,12.0
Gasoline or E85,2008,Standard Pickup Trucks 2WD,18,2400,2.0,13.0
Gasoline or E85,2008,Standard Pickup Trucks 2WD,20,2150,5.0,15.0
Gasoline or E85,2008,Standard Pickup Trucks 2WD,20,2150,6.0,15.0
Gasoline or E85,2008,Standard Pickup Trucks 4WD,17,2400,2.0,13.0
Gasoline or E85,2008,Standard Pickup Trucks 4WD,17,2400,5.0,13.0
Gasoline or E85,2008,Standard Pickup Trucks 4WD,17,2600,5.0,12.0
Gasoline or E85,2008,Standard Pickup Trucks 4WD,19,2250,5.0,14.0
Gasoline or E85,2008,Standard Pickup Trucks 4WD,19,2250,6.0,14.0
Gasoline or E85,2008,Standard Pickup Trucks 4WD,19,2400,2.0,14.0
Gasoline or E85,2008,Subcompact Cars,26,1750,2.0,18.0
Gasoline or E85,2008,Subcompact Cars,26,1750,5.0,18.0
Gasoline or E85,2009,Large Cars,26,1750,5.0,17.0
Gasoline or E85,2009,Large Cars,26,1750,6.0,17.0
Gasoline or E85,2009,Large Cars,27,1750,5.0,17.0
Gasoline or E85,2009,Large Cars,27,1750,6.0,17.0
Gasoline or E85,2009,Large Cars,29,1600,5.0,19.0
Gasoline or E85,2009,Large Cars,29,1600,6.0,19.0
Gasoline or E85,2009,Sport Utility Vehicle - 2WD,21,2150,5.0,15.0
Gasoline or E85,2009,Sport Utility Vehicle - 2WD,21,2150,6.0,15.0
Gasoline or E85,2009,Sport Utility Vehicle - 2WD,29,1500,5.0,22.0
Gasoline or E85,2009,Sport Utility Vehicle - 2WD,29,1500,6.0,22.0
Gasoline or E85,2009,Sport Utility Vehicle - 2WD,30,1450,5.0,22.0
Gasoline or E85,2009,Sport Utility Vehicle - 2WD,30,1450,6.0,22.0
Gasoline or E85,2009,Sport Utility Vehicle - 2WD,32,1400,5.0,22.0
Gasoline or E85,2009,Sport Utility Vehicle - 2WD,32,1400,6.0,22.0
Gasoline or E85,2009,Sport Utility Vehicle - 4WD,19,2600,5.0,12.0
Gasoline or E85,2009,Sport Utility Vehicle - 4WD,19,2600,6.0,12.0
Gasoline or E85,2009,Sport Utility Vehicle - 4WD,20,2250,5.0,14.0
Gasoline or E85,2009,Sport Utility Vehicle - 4WD,20,2250,6.0,14.0
Gasoline or E85,2009,Standard Pickup Trucks 2WD,20,2250,5.0,14.0
Gasoline or E85,2009,Standard Pickup Trucks 2WD,20,2250,6.0,14.0
Gasoline or E85,2009,Standard Pickup Trucks 4WD,20,2250,5.0,14.0
Gasoline or E85,2009,Standard Pickup Trucks 4WD,20,2250,6.0,14.0
Gasoline or E85,2010,Compact Cars,29,1600,6.0,19.0
Gasoline or E85,2010,Compact Cars,33,1400,6.0,22.0
Gasoline or E85,2010,Large Cars,24,1900,6.0,16.0
Gasoline or E85,2010,Large Cars,26,1800,6.0,17.0
Gasoline or E85,2010,Large Cars,29,1650,6.0,18.0
Gasoline or E85,2010,Midsize Cars,27,1650,2.0,19.0
Gasoline or E85,2010,Midsize Cars,27,1650,5.0,19.0
Gasoline or E85,2010,Midsize Cars,33,1400,6.0,22.0
Gasoline or E85,2010,Sport Utility Vehicle - 2WD,19,2600,5.0,12.0
Gasoline or E85,2010,Sport Utility Vehicle - 2WD,20,2250,5.0,14.0
Gasoline or E85,2010,Sport Utility Vehicle - 2WD,20,2250,6.0,14.0
Gasoline or E85,2010,Sport Utility Vehicle - 2WD,21,2150,5.0,15.0
Gasoline or E85,2010,Sport Utility Vehicle - 2WD,30,1450,6.0,22.0
Gasoline or E85,2010,Sport Utility Vehicle - 4WD,17,2600,5.0,12.0
Gasoline or E85,2010,Sport Utility Vehicle - 4WD,17,2600,6.0,12.0
Gasoline or E85,2010,Sport Utility Vehicle - 4WD,20,2400,5.0,13.0
Gasoline or E85,2010,Sport Utility Vehicle - 4WD,21,2150,5.0,15.0
Gasoline or E85,2010,Standard Pickup Trucks 2WD,18,2400,5.0,13.0
Gasoline or E85,2010,Standard Pickup Trucks 2WD,19,2250,5.0,14.0
Gasoline or E85,2010,Standard Pickup Trucks 2WD,19,2250,6.0,14.0
Gasoline or E85,2010,Standard Pickup Trucks 2WD,19,2400,6.0,14.0
Gasoline or E85,2010,Standard Pickup Trucks 2WD,20,2250,5.0,14.0
Gasoline or E85,2010,Standard Pickup Trucks 2WD,20,2250,6.0,14.0
Gasoline or E85,2010,Standard Pickup Trucks 2WD,21,2150,5.0,15.0
Gasoline or E85,2010,Standard Pickup Trucks 4WD,18,2400,5.0,13.5
Gasoline or E85,2010,Standard Pickup Trucks 4WD,18,2400,6.0,13.333333333333334
Gasoline or E85,2010,Standard Pickup Trucks 4WD,19,2400,6.0,14.0
Gasoline or E85,2010,Standard Pickup Trucks 4WD,19,2600,5.0,12.0
Gasoline or E85,2010,Standard Pickup Trucks 4WD,21,2150,5.0,15.0
Gasoline or E85,2011,Compact Cars,28,1650,6.0,19.0
Gasoline or E85,2011,Large Cars,24,1900,6.0,16.0
Gasoline or E85,2011,Large Cars,26,1750,6.0,17.0
Gasoline or E85,2011,Large Cars,27,1750,5.0,18.0
Gasoline or E85,2011,Large Cars,27,1750,6.0,18.0
Gasoline or E85,2011,Large Cars,29,1600,6.0,19.0
Gasoline or E85,2011,Midsize Cars,28,1650,6.0,19.0
Gasoline or E85,2011,Midsize Cars,28,1750,6.0,18.0
Gasoline or E85,2011,Midsize Cars,31,1500,6.0,20.0
Gasoline or E85,2011,Midsize Cars,32,1400,6.0,22.0
Gasoline or E85,2011,Midsize Cars,32,1500,6.0,20.0
Gasoline or E85,2011,Minivan - 2WD,25,1800,6.0,17.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,20,2250,2.0,14.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,20,2250,6.0,14.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,21,2150,5.0,15.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,23,1900,5.0,16.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,23,1900,6.0,16.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,24,1800,6.0,17.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,25,1750,6.0,19.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,25,1800,6.0,17.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,29,1500,6.0,22.0
Gasoline or E85,2011,Sport Utility Vehicle - 2WD,30,1500,6.0,21.0
Gasoline or E85,2011,Sport Utility Vehicle - 4WD,18,2400,2.0,13.0
Gasoline or E85,2011,Sport Utility Vehicle - 4WD,18,2400,5.0,13.0
Gasoline or E85,2011,Sport Utility Vehicle - 4WD,18,2400,6.0,13.0
Gasoline or E85,2011,Sport Utility Vehicle - 4WD,21,2150,5.0,15.0
Gasoline or E85,2011,Sport Utility Vehicle - 4WD,22,2000,5.0,16.0
Gasoline or E85,2011,Sport Utility Vehicle - 4WD,22,2000,6.0,16.0
Gasoline or E85,2011,Sport Utility Vehicle - 4WD,23,1800,6.0,18.0
Gasoline or E85,2011,Sport Utility Vehicle - 4WD,23,1900,6.0,16.0
Gasoline or E85,2011,Standard Pickup Trucks 2WD,19,2250,5.0,14.0
